"RouteID","RouteType","RouteName","RouteDescription","RouteSegmentSequence","SegmentID","SegmentMapPointSequence","MapPointID"
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,8,29
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,9,30
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,10,31
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,11,32
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,12,33
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,13,34
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,14,35
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,15,36
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,16,37
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,17,38
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,18,39
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,19,40
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,20,41
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,21,42
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,22,43
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,23,44
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,24,45
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,25,46
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,26,47
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,27,48
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,28,49
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,29,50
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,30,51
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,31,52
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,32,53
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,33,54
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,34,55
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,36,56
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,37,57
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,38,58
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,39,59
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,40,60
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,41,61
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,42,62
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,43,63
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,44,64
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,45,65
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,46,66
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,47,67
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,48,68
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,49,69
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,50,70
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,51,71
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,52,72
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,53,73
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,54,74
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,55,75
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,56,76
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,57,77
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,58,78
10,"1 Day","Babson to Patriot Place","Babson to Patriot Place",1,8,59,79
